,Departamento,Municipio,Operadora,Contrato,Campo,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,Year,Fluido,prod_anual,trimestre_1,trimestre_2,trimestre_3,trimestre_4
19,ARAUCA,ARAUQUITA,OCCIDENTAL DE COLOMBIA LLC,COSECHA,CANAGUEY,1277.29032258065,1184.14285714286,1149.58064516129,1116.13333333333,656.387096774194,689.8,924.290322580645,957.258064516129,798.3,1041.70967741935,1117.36666666667,1260.09677419355,2018,Petroleo,12172.355760368668,3611.0138248847998,2462.320430107524,2679.848387096774,3419.17311827957
20,ARAUCA,ARAUQUITA,OCCIDENTAL DE COLOMBIA LLC,COSECHA,FINN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1565.87096774194,2018,Petroleo,1565.87096774194,0.0,0.0,0.0,1565.87096774194
21,ARAUCA,ARAUQUITA,OCCIDENTAL DE COLOMBIA LLC,COSECHA,GOLONDRINA,0.0,205.071428571429,557.774193548387,369.3,216.935483870968,171.233333333333,174.451612903226,133.258064516129,111.4,79.9354838709678,66.8333333333333,65.8709677419355,2018,Petroleo,2152.063901689709,762.845622119816,757.468817204301,419.10967741935497,212.6397849462366
22,ARAUCA,ARAUQUITA,OCCIDENTAL DE COLOMBIA LLC,COSECHA,MORROCOY,219.41935483871,239.535714285714,179.129032258065,194.233333333333,186.451612903226,184.533333333333,187.774193548387,192.516129032258,181.266666666667,185.645161290323,163.166666666667,148.483870967742,2018,Petroleo,2262.1550691244247,638.0841013824889,565.2182795698919,561.556989247312,497.295698924732
23,ARAUCA,ARAUQUITA,OCCIDENTAL DE COLOMBIA LLC,COSECHA,REX,402.41935483871,315.392857142857,294.064516129032,280.066666666667,239.193548387097,222.166666666667,207.161290322581,186.58064516129,176.333333333333,176.322580645161,137.7,123.774193548387,2018,Petroleo,2761.1756528417814,1011.876728110599,741.426881720431,570.075268817204,437.796774193548
24,ARAUCA,ARAUQUITA,OCCIDENTAL DE COLOMBIA LLC,COSECHA,REX NE,13.6129032258065,1320.57142857143,2314.8064516129,2434.06666666667,2504.45161290323,2778.73333333333,2772.35483870968,2869.74193548387,3322.36666666667,2997.77419354839,2820.9,2707.93548387097,2018,Petroleo,28857.315514592945,3648.990783410137,7717.25161290323,8964.46344086022,8526.60967741936
25,ARAUCA,ARAUQUITA,OCCIDENTAL DE COLOMBIA LLC,COSECHA,TERECAY,1337.09677419355,1360.03571428571,1091.70967741935,1110.66666666667,996.225806451613,1086.96666666667,1072.58064516129,990.548387096774,771.8,657.612903225806,600.3,791.161290322581,2018,Petroleo,11866.704531490013,3788.84216589861,3193.859139784953,2834.9290322580637,2049.074193548387
26,ARAUCA,ARAUQUITA,OCCIDENTAL DE COLOMBIA LLC,CRAVO NORTE,CAÑO LIMÓN,66.8387096774194,64.4285714285714,64.1612903225806,65.4,61.3548387096774,63.9333333333333,46.4838709677419,40.4516129032258,35.3,37.1935483870968,36.5333333333333,38.0645161290323,2018,Petroleo,620.1436251920122,195.4285714285714,190.68817204301072,122.2354838709677,111.7913978494624
27,ARAUCA,ARAUQUITA,OCCIDENTAL DE COLOMBIA LLC,CRAVO NORTE,REDONDO,1444.38709677419,1267.75,1095.48387096774,1068.43333333333,1018.38709677419,1087.26666666667,1309.48387096774,1384.51612903226,1142.73333333333,1134.1935483871,1030.76666666667,991.516129032258,2018,Petroleo,13974.917741935476,3807.62096774193,3174.0870967741903,3836.73333333333,3156.4763440860283
28,ARAUCA,ARAUQUITA,OCCIDENTAL DE COLOMBIA LLC,CRAVO NORTE,REDONDO ESTE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4838709677419,2018,Petroleo,17.4838709677419,0.0,0.0,0.0,17.4838709677419
29,ARAUCA,ARAUQUITA,OCCIDENTAL DE COLOMBIA LLC,RONDÓN,CAÑO RONDÓN,2898.87096774194,2908.60714285714,2708.77419354839,2568.0,2476.77419354839,2383.93333333333,2165.87096774194,2279.06451612903,2675.2,3036.38709677419,3031.06666666667,3175.93548387097,2018,Petroleo,32308.48456221199,8516.25230414747,7428.707526881721,7120.135483870969,9243.38924731183
30,ARAUCA,ARAUQUITA,OCCIDENTAL DE COLOMBIA LLC,RONDÓN,CARICARE,3139.06451612903,3077.17857142857,2919.38709677419,3247.0,3043.41935483871,2816.26666666667,3827.35483870968,4090.74193548387,3957.8,4034.51612903226,3881.83333333333,4130.0,2018,Petroleo,42164.56244239631,9135.63018433179,9106.68602150538,11875.896774193548,12046.34946236559
31,ARAUCA,SARAVENA,ECOPETROL S.A.,ARAUCA,ARAUCA,7.37612903225806,8.57928571428571,10.9806451612903,12.814,12.0190322580645,12.5606666666667,16.2922580645161,15.3425806451613,18.1816666666667,19.2703225806452,19.6923333333333,7.30290322580645,2018,Petroleo,160.41182334869433,26.93605990783407,37.3936989247312,49.816505376344104,46.26555913978494
32,ARAUCA,TAME,PAREX RESOURCES COLOMBIA LTD. SUCURSAL,CAPACHOS,ANDINA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.023,817.678064516129,885.268666666667,310.833225806452,2018,Petroleo,2412.802956989248,0.0,0.0,399.023,2013.779956989248
33,ARAUCA,TAME,PAREX RESOURCES COLOMBIA LTD. SUCURSAL,CAPACHOS,CAPACHOS,501.645161290323,0.0,880.612903225807,1089.33333333333,1076.87096774194,1064.33333333333,1044.93548387097,1027.70967741935,1013.46666666667,1100.93548387097,982.577666666667,554.341935483871,2018,Petroleo,10336.762612903227,1382.2580645161302,3230.5376344086,3086.11182795699,2637.855086021508
34,ATLANTICO,SABANALARGA,LEWIS ENERGY COLOMBIA INC,SSJN-1,BULLERENGUE,160.895483870968,206.965714285714,206.138064516129,209.994333333333,207.500322580645,207.091666666667,203.110322580645,206.138709677419,206.792666666667,200.582580645161,230.378666666667,420.303225806452,2018,Petroleo,2665.8917572964665,573.999262672811,624.5863225806451,616.041698924731,851.26447311828
35,ATLANTICO,SABANALARGA,LEWIS ENERGY COLOMBIA INC,SSJN-1,POLLERA,0.235483870967742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Petroleo,0.235483870967742,0.235483870967742,0.0,0.0,0.0
36,BOLIVAR,CANTAGALLO,ECOPETROL S.A.,MAGDALENA MEDIO,YARIGUÍ-CANTAGALLO,8900.87290322581,9041.04071428572,9521.11612903226,9772.72966666667,9194.56677419355,6553.47,9759.82,9707.18806451613,10290.7863333333,10125.5829032258,11146.9913333333,11699.5141935484,2018,Petroleo,115713.67901536093,27463.02974654379,25520.76644086022,29757.79439784943,32972.0884301075
37,BOLIVAR,CICUCO,ECOPETROL S.A.,CICUCO BOQUETE,CICUCO,347.15,387.46,429.16,418.351666666667,419.278064516129,424.552,0.0,0.0,0.0,0.0,0.0,0.0,2018,Petroleo,2425.951731182796,1163.77,1262.1817311827958,0.0,0.0
38,BOLIVAR,CICUCO,HOCOL S.A.,CICUCO BOQUETE,CICUCO,0.0,0.0,0.0,0.0,0.0,0.0,420.492903225806,430.852903225807,440.944666666667,447.570322580645,448.627333333333,416.808064516129,2018,Petroleo,2605.296193548387,0.0,0.0,1292.29047311828,1313.005720430107
39,BOLIVAR,MOMPOS,HOCOL S.A.,CICUCO BOQUETE,BOQUETE,0.0,0.0,0.0,0.0,0.0,0.0,29.6912903225806,0.0,0.0,0.0,0.0,0.0,2018,Petroleo,29.6912903225806,0.0,0.0,29.6912903225806,0.0
40,BOLIVAR,TALAIGUA NUEVO,ECOPETROL S.A.,CICUCO BOQUETE,BOQUETE,17.5187096774194,13.9635714285714,11.7748387096774,31.769,48.0,60.407,0.0,0.0,0.0,0.0,0.0,0.0,2018,Petroleo,183.4331198156682,43.257119815668204,140.176,0.0,0.0
41,BOLIVAR,TALAIGUA NUEVO,ECOPETROL S.A.,CICUCO BOQUETE,CICUCO,248.767741935484,213.548571428571,221.520967741935,234.214,227.012580645161,226.403666666667,0.0,0.0,0.0,0.0,0.0,0.0,2018,Petroleo,1371.467528417818,683.83728110599,687.630247311828,0.0,0.0
42,BOLIVAR,TALAIGUA NUEVO,HOCOL S.A.,CICUCO BOQUETE,BOQUETE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.5458064516129,100.781333333333,105.876129032258,76.5446666666667,17.98,2018,Petroleo,355.7279354838706,0.0,0.0,155.3271397849459,200.4007956989247
43,BOLIVAR,TALAIGUA NUEVO,HOCOL S.A.,CICUCO BOQUETE,CICUCO,0.0,0.0,0.0,0.0,0.0,0.0,238.603548387097,234.742258064516,231.365333333333,224.96935483871,220.703666666667,217.544193548387,2018,Petroleo,1367.92835483871,0.0,0.0,704.711139784946,663.217215053764
44,BOYACA,CORRALES,UNION TEMPORAL OMEGA ENERGY,BUENAVISTA,BOLÍVAR,0.0,0.0,0.0,0.0,0.0,43.1696666666667,0.0,0.0,0.0,0.0,0.0,0.0,2018,Petroleo,43.1696666666667,0.0,43.1696666666667,0.0,0.0
45,BOYACA,CORRALES,UNION TEMPORAL OMEGA ENERGY,BUENAVISTA,CORRALES,319.387096774194,181.357142857143,258.645161290323,336.266666666667,363.354838709677,387.5,387.290322580645,378.516129032258,354.233333333333,368.064516129032,333.166666666667,340.612903225806,2018,Petroleo,4008.394777265745,759.38940092166,1087.121505376344,1120.039784946236,1041.844086021505
46,BOYACA,PUERTO BOYACA,COMTROL COLOMBIA S.A.,EL REMANSO,REMANSO,0.829354838709678,0.8375,0.298387096774194,0.146,0.0,0.0,0.528387096774194,0.615483870967742,0.0,0.0,0.0,0.0,2018,Petroleo,3.255112903225808,1.965241935483872,0.146,1.143870967741936,0.0
47,BOYACA,PUERTO BOYACA,ECOPETROL S.A.,PALAGUA,CAIPAL,754.345161290323,775.251428571429,774.204838709677,771.954,775.99,748.888333333333,753.246451612903,748.152258064516,732.063666666667,720.290967741935,742.292333333333,763.570322580645,2018,Petroleo,9060.24976190476,2303.801428571429,2296.832333333333,2233.462376344086,2226.153623655913
48,BOYACA,PUERTO BOYACA,ECOPETROL S.A.,PALAGUA,PALAGUA,5874.43,5951.07214285714,5982.82225806452,6034.46133333333,6178.10774193548,6278.085,6373.33225806452,6383.67290322581,6245.61933333333,6271.08,6323.849,6506.97290322581,2018,Petroleo,74403.50487403994,17808.324400921658,18490.65407526881,19002.624494623662,19101.90190322581
49,BOYACA,PUERTO BOYACA,MANSAROVAR ENERGY COLOMBIA LTD,GUAGUAQUI - TERAN,VELASQUEZ,3333.06161290323,3404.52178571429,3288.55387096774,3399.759,3300.12322580645,3253.018,3091.08387096774,3085.50838709677,3115.67766666667,3021.5464516129,3078.513,3028.28451612903,2018,Petroleo,38399.651387864826,10026.13726958526,9952.90022580645,9292.26992473118,9128.34396774193
50,BOYACA,PUERTO BOYACA,MANSAROVAR ENERGY COLOMBIA LTD,NARE,ABARCO,3408.31838709677,3669.92821428571,3629.26838709677,4212.23466666667,3746.40967741935,3423.801,3671.62516129032,3932.48129032258,3586.84133333333,3616.06516129032,3458.095,3522.17290322581,2018,Petroleo,43877.241182027625,10707.51498847925,11382.44534408602,11190.947784946231,10596.33306451613
51,BOYACA,PUERTO BOYACA,MANSAROVAR ENERGY COLOMBIA LTD,NARE,GIRASOL,3423.26806451613,3246.0425,3236.31129032258,3236.30633333333,3155.7535483871,3267.70333333333,3204.93516129032,2927.85032258064,2836.512,2830.74903225806,3132.12466666667,2989.8464516129,2018,Petroleo,37487.402704301065,9905.621854838711,9659.763215053761,8969.29748387096,8952.72015053763
52,BOYACA,PUERTO BOYACA,MANSAROVAR ENERGY COLOMBIA LTD,NARE,JAZMIN,4837.26064516129,4677.6825,4362.41741935484,4318.458,4260.43322580645,4273.41233333333,4208.56064516129,3977.10483870968,3920.95366666667,3834.88677419355,3931.984,3917.93064516129,2018,Petroleo,50521.084693548386,13877.36056451613,12852.303559139778,12106.619150537641,11684.80141935484
53,BOYACA,PUERTO BOYACA,MANSAROVAR ENERGY COLOMBIA LTD,NARE,MORICHE,12042.735483871,11493.4107142857,11867.8348387097,12173.3786666667,11204.7083870968,10618.9693333333,10532.7296774194,10657.0480645161,10551.694,10724.264516129,10437.8986666667,11061.5635483871,2018,Petroleo,133366.2358970815,35403.9810368664,33997.056387096796,31741.4717419355,32223.726731182804
54,BOYACA,PUERTO BOYACA,MANSAROVAR ENERGY COLOMBIA LTD,NARE,UNDERRIVER,1473.46258064516,1554.09071428571,1482.60548387097,1561.29633333333,1375.87225806452,1424.02433333333,1410.79709677419,1039.72903225806,1052.96733333333,1106.17451612903,1303.984,1137.81451612903,2018,Petroleo,15922.818198156663,4510.15877880184,4361.19292473118,3503.49346236558,3547.97303225806
55,BOYACA,SAN LUIS DE GACENO,NIKOIL ENERGY CORP,CÓNDOR,MEDINA,0.0,93.6071428571429,86.8709677419355,88.5406666666667,62.1561290322581,81.9646666666667,76.0741935483871,73.3596774193548,70.0003333333333,72.0751612903226,72.6953333333333,59.1403225806452,2018,Petroleo,836.4845944700461,180.4781105990784,232.6614623655915,219.43420430107517,203.9108172043011
56,BOYACA,TOPAGA,UNION TEMPORAL OMEGA ENERGY,BUENAVISTA,BOLÍVAR,45.0245161290323,44.3625,44.4993548387097,44.9073333333333,44.0254838709677,0.0,42.588064516129,42.0248387096774,40.195,39.3564516129032,40.412,41.6603225806452,2018,Petroleo,469.0558655913977,133.886370967742,88.93281720430099,124.8079032258064,121.42877419354839
57,CAQUETA,SAN VICENTE DEL CAGUAN,EMERALD ENERGY PLC SUCURSAL COLOMBIA,DURILLO,DURILLO,0.0,0.0,0.0,0.0,0.535806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Petroleo,0.535806451612903,0.0,0.535806451612903,0.0,0.0
58,CASANARE,AGUAZUL,CEPSA COLOMBIA S.A.,LLA 22,RAMIRIQUI,2311.64516129032,2258.52142857143,2210.76612903226,2178.577,2197.89193548387,2102.055,2111.47516129032,2042.32032258064,2098.05933333333,2048.53451612903,2039.09066666667,1955.40967741935,2018,Petroleo,25554.346331797224,6780.93271889401,6478.52393548387,6251.85481720429,6043.03486021505
59,CASANARE,AGUAZUL,ECOPETROL S.A.,CUSIANA NORTE,CUSIANA NORTE,1502.22580645161,1353.98642857143,1276.12,1395.82933333333,1374.08258064516,1251.419,1126.25032258065,1116.09903225806,1063.13866666667,977.448064516129,947.636333333333,1081.18258064516,2018,Petroleo,14465.418149001533,4132.33223502304,4021.3309139784897,3305.48802150538,3006.266978494622
60,CASANARE,AGUAZUL,ECOPETROL S.A.,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,2525.48387096774,6718.3975,6618.09548387097,6647.363,6927.99129032258,6763.307,6406.87258064516,6205.22516129032,6204.35,5664.88258064516,5619.644,5870.89258064516,2018,Petroleo,72172.50504838709,15861.976854838711,20338.66129032258,18816.44774193548,17155.41916129032
61,CASANARE,AGUAZUL,ECOPETROL S.A.,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,2240.12903225806,2187.34,2272.73032258064,2167.38233333333,2048.88774193548,2123.85733333333,2125.16258064516,2006.60935483871,2023.86766666667,1919.2464516129,1869.60966666667,1689.56870967742,2018,Petroleo,24674.39119354837,6700.1993548387,6340.12740860214,6155.63960215054,5478.42482795699
62,CASANARE,AGUAZUL,ECOPETROL S.A.,RECETOR,CUPIAGUA LIRIA,1179.8064516129,3267.80357142857,3403.53580645161,3414.86433333333,3514.17774193548,3500.456,3661.69935483871,3666.8264516129,3552.91433333333,3334.70709677419,3324.93733333333,3448.21774193548,2018,Petroleo,39269.94621658983,7851.14582949308,10429.49807526881,10881.44013978494,10107.862172043
63,CASANARE,AGUAZUL,PAREX RESOURCES COLOMBIA LTD. SUCURSAL,LLA 26,RUMBA,1806.67741935484,2641.10714285714,2334.32258064516,2362.36666666667,2143.93548387097,1935.36666666667,1878.60709677419,1750.9435483871,1422.865,1609.68225806452,754.589333333333,665.298387096774,2018,Petroleo,21305.76158371737,6782.10714285714,6441.6688172043105,5052.41564516129,3029.5699784946273
64,CASANARE,AGUAZUL,PERENCO COLOMBIA LIMITED,CASANARE,LA GLORIA,640.448064516129,609.661785714286,745.28064516129,627.076333333333,485.378387096774,475.702,485.672258064516,528.483870967742,600.281,539.981612903226,418.007333333333,415.44935483871,2018,Petroleo,6571.422645929339,1995.390495391705,1588.156720430107,1614.4371290322579,1373.438301075269
65,CASANARE,MANI,CEPSA COLOMBIA S.A.,PUNTERO,MANATUS,157.322258064516,153.754642857143,111.244838709677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9406451612903,2018,Petroleo,449.2623847926263,422.32173963133596,0.0,0.0,26.9406451612903
66,CASANARE,MANI,CEPSA COLOMBIA S.A.,PUNTERO,ONCA,403.428387096774,410.466428571429,399.467741935484,102.329333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.943870967742,2018,Petroleo,1592.635761904762,1213.362557603687,102.329333333333,0.0,276.943870967742
67,CASANARE,MANI,DCX S.A.S.,MORICHITO,MORICHITO,46.1422580645161,43.9182142857143,17.7429032258065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Petroleo,107.8033755760369,107.8033755760369,0.0,0.0,0.0
68,CASANARE,MANI,ECOPETROL S.A.,LA PUNTA - CDND/I,LA PUNTA,480.387096774194,472.75,467.161290322581,454.4,423.451612903226,418.1,0.0,0.0,0.0,0.0,0.0,0.0,2018,Petroleo,2716.250000000001,1420.298387096775,1295.9516129032259,0.0,0.0
69,CASANARE,MANI,ECOPETROL S.A.,UPIA,SANTIAGO,779.088387096774,747.925714285714,721.703225806452,713.314,712.623548387097,679.762,0.0,0.0,0.0,0.0,0.0,0.0,2018,Petroleo,4354.416875576037,2248.71732718894,2105.699548387097,0.0,0.0
70,CASANARE,MANI,EMERALD ENERGY PLC SUCURSAL COLOMBIA,CAMPO RICO,CAMPO RICO,339.337741935484,337.8325,329.427419354839,329.717,335.711612903226,330.632,331.766129032258,353.117741935484,415.714333333333,410.880967741936,414.076666666667,408.574516129032,2018,Petroleo,4336.7886290322585,1006.597661290323,996.060612903226,1100.598204301075,1233.532150537635
71,CASANARE,MANI,EMERALD ENERGY PLC SUCURSAL COLOMBIA,CAMPO RICO,CENTAURO SUR,138.99,146.446428571429,146.721612903226,145.956,145.037096774194,138.085666666667,142.285483870968,136.638709677419,106.556,100.657096774194,99.2393333333333,95.3758064516129,2018,Petroleo,1541.9892350230434,432.158041474655,429.078763440861,385.480193548387,295.2722365591402
72,CASANARE,MANI,Frontera Energy Colombia Corp Sucursal Colombia,CASIMENA,MANTIS,921.681612903226,856.436071428571,836.055161290323,817.015666666667,807.342580645161,775.576333333333,0.0,416.298387096774,405.035666666667,393.142580645161,387.033,362.302903225806,2018,Petroleo,6977.919963901689,2614.17284562212,2399.934580645161,821.334053763441,1142.478483870967
73,CASANARE,MANI,Frontera Energy Colombia Corp Sucursal Colombia,CASIMENA,PISINGO,952.766774193548,913.302142857143,900.555483870968,877.616333333333,860.994193548387,835.167333333333,404.197419354839,654.747419354839,612.406,822.0,1039.03133333333,816.603870967742,2018,Petroleo,9689.388304147462,2766.6244009216593,2573.777860215053,1671.350838709678,2677.635204301072
74,CASANARE,MANI,Frontera Energy Colombia Corp Sucursal Colombia,CASIMENA,YENAC,541.099677419355,467.290714285714,452.053225806452,446.196333333333,446.304516129032,432.336,0.0,0.0,0.0,0.0,0.0,0.0,2018,Petroleo,2785.280466973886,1460.443617511521,1324.836849462365,0.0,0.0
75,CASANARE,MANI,HOCOL S.A.,LA PUNTA - CDND/I,LA PUNTA,0.0,0.0,0.0,0.0,0.0,0.0,411.571935483871,396.58935483871,387.9,376.064516129032,368.433333333333,356.548387096774,2018,Petroleo,2297.10752688172,0.0,0.0,1196.061290322581,1101.0462365591388
76,CASANARE,MANI,HOCOL S.A.,UPIA,SANTIAGO,0.0,0.0,0.0,0.0,0.0,0.0,691.220967741935,689.733548387097,660.443,538.354838709677,532.374333333333,704.054838709677,2018,Petroleo,3816.181526881719,0.0,0.0,2041.397516129032,1774.7840107526868
